epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4523.4,2.07749,2.68847,2.09912,0.34656,0.30357,0.23602,0.08256,2.25027,2.58552,2.41837,0.00066605,0.00066605,0.00066605
